predicted_genus,real_species,correct_prediction,real_genus,filepath
Rugilus,Rugilus similis,True,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_5.jpg
Rugilus,Rugilus similis,True,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_6.jpg
Rugilus,Rugilus similis,True,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_7.jpg
Rugilus,Rugilus similis,True,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_8.jpg
Neobisnius,Scopaeus minimus,False,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_0.jpg
Neobisnius,Scopaeus minimus,False,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_1.jpg
Neobisnius,Scopaeus minimus,False,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_2.jpg
Neobisnius,Scopaeus minimus,False,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_3.jpg
Neobisnius,Scopaeus minimus,False,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_4.jpg
Neobisnius,Scopaeus minimus,False,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_5.jpg
Scopaeus,Scopaeus minimus,True,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_6.jpg
Scopaeus,Scopaeus minimus,True,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_7.jpg
Tasgius,Tasgius pedator,True,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_0.jpg
Tasgius,Tasgius pedator,True,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_1.jpg
Tasgius,Tasgius pedator,True,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_2.jpg
Tasgius,Tasgius pedator,True,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_3.jpg
Tasgius,Tasgius pedator,True,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_4.jpg
Tasgius,Tasgius pedator,True,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_5.jpg
Ocypus,Tasgius pedator,False,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_6.jpg
Ocypus,Tasgius pedator,False,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_7.jpg
Ocypus,Tasgius winkleri,False,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_0.jpg
Tasgius,Tasgius winkleri,True,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_1.jpg
Tasgius,Tasgius winkleri,True,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_2.jpg
Tasgius,Tasgius winkleri,True,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_3.jpg
Ocypus,Tasgius winkleri,False,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_4.jpg
Tasgius,Tasgius winkleri,True,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_5.jpg
Ocypus,Tasgius winkleri,False,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_6.jpg
Ocypus,Tasgius winkleri,False,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_7.jpg
Tasgius,Tasgius winkleri,True,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_8.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_0.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_1.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_2.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_3.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_4.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_5.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_6.jpg
Tetartopeus,Tetartopeus rufonitidus,True,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_7.jpg
