,Filename,Label,Prediction1,Prediction3a,Prediction3a_prob,Prediction3b,Prediction3b_prob,Prediction3c,Prediction3c_prob
1672,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_155.jpg,Philonthus,Philonthus,Cafius,0.0001225967,Quedius,0.00036288082,Philonthus,0.99927384
1673,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_156.jpg,Philonthus,Philonthus,Ocypus,8.847432e-05,Cafius,0.00017833026,Philonthus,0.9996718
1674,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_158.jpg,Philonthus,Philonthus,Creophilus,8.716929e-05,Ocypus,0.00015197216,Philonthus,0.99966025
1675,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_165.jpg,Philonthus,Philonthus,Cafius,1.9283012e-05,Euryporus,3.0753985e-05,Philonthus,0.99990463
1676,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_166.jpg,Philonthus,Philonthus,Ocypus,1.704011e-07,Bisnius,7.7614453e-07,Philonthus,0.9999988
1677,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_167.jpg,Philonthus,Philonthus,Cafius,4.843152e-05,Ocypus,9.9014316e-05,Philonthus,0.9998258
1678,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_172.jpg,Philonthus,Philonthus,Ocypus,4.541994e-06,Bisnius,1.3211271e-05,Philonthus,0.99997675
1679,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_176.jpg,Philonthus,Philonthus,Cafius,4.896116e-06,Ocypus,5.6916775e-05,Philonthus,0.9999348
1680,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_178.jpg,Philonthus,Philonthus,Quedius,7.2579016e-05,Bisnius,0.0003095826,Philonthus,0.99955326
1681,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_199.jpg,Philonthus,Philonthus,Ocypus,0.00016043334,Cafius,0.00037061458,Philonthus,0.9994411
1682,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_203.jpg,Philonthus,Philonthus,Ocypus,2.9986695e-05,Tasgius,4.6742105e-05,Philonthus,0.9998703
1683,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_209.jpg,Philonthus,Philonthus,Ocypus,1.833031e-06,Bisnius,2.416626e-06,Philonthus,0.99999404
1684,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_216.jpg,Philonthus,Philonthus,Bisnius,1.483027e-06,Ocypus,0.0001933955,Philonthus,0.9998041
1685,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_217.jpg,Philonthus,Philonthus,Cafius,4.5416605e-06,Bisnius,4.690078e-05,Philonthus,0.9999443
1686,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_218.jpg,Philonthus,Philonthus,Cafius,6.5460233e-07,Bisnius,5.2046802e-05,Philonthus,0.9999455
1687,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_222.jpg,Philonthus,Philonthus,Cafius,6.6081666e-05,Ocypus,0.0005403916,Philonthus,0.9993414
1688,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_224.jpg,Philonthus,Philonthus,Cafius,2.5021404e-06,Ocypus,5.7971178e-05,Philonthus,0.9999324
1689,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_231.jpg,Philonthus,Philonthus,Bisnius,3.9479542e-05,Cafius,9.0664194e-05,Philonthus,0.9998652
1690,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_236.jpg,Philonthus,Philonthus,Bisnius,4.1845265e-06,Cafius,6.367578e-06,Philonthus,0.9999869
1691,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_237.jpg,Philonthus,Philonthus,Quedius,7.921682e-06,Ocypus,0.00028020318,Philonthus,0.99969673
1692,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_240.jpg,Philonthus,Philonthus,Velleius,1.109593e-06,Ocypus,2.9923806e-06,Philonthus,0.9999944
1693,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_243.jpg,Philonthus,Philonthus,Cafius,1.0685005e-06,Ocypus,1.0870103e-06,Philonthus,0.99999714
1694,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_245.jpg,Philonthus,Philonthus,Creophilus,0.00011314271,Ocypus,0.00012697332,Philonthus,0.9995777
1695,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_249.jpg,Philonthus,Philonthus,Ocypus,8.515048e-06,Bisnius,3.4984558e-05,Philonthus,0.9999418
1696,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_25.jpg,Philonthus,Philonthus,Bisnius,4.4570326e-05,Ocypus,0.0004504935,Philonthus,0.99948883
1697,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_252.jpg,Philonthus,Philonthus,Ocypus,1.7009471e-07,Bisnius,1.3266776e-05,Philonthus,0.9999864
1698,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_29.jpg,Philonthus,Philonthus,Velleius,4.438357e-05,Creophilus,0.000107643114,Philonthus,0.9997855
1699,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_35.jpg,Philonthus,Philonthus,Ocypus,0.00012457155,Cafius,0.00021432577,Philonthus,0.9996014
1700,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_40.jpg,Philonthus,Philonthus,Euryporus,2.3387324e-06,Ocypus,5.6165695e-06,Philonthus,0.9999856
1701,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_48.jpg,Philonthus,Philonthus,Ocypus,0.00020411953,Bisnius,0.00026847998,Philonthus,0.9991653
1702,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_61.jpg,Philonthus,Philonthus,Cafius,3.0019482e-05,Bisnius,9.023258e-05,Philonthus,0.99986637
1703,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_67.jpg,Philonthus,Philonthus,Cafius,1.8196177e-05,Megalinus,3.3603206e-05,Philonthus,0.99989593
1704,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_70.jpg,Philonthus,Philonthus,Velleius,1.239565e-06,Ocypus,2.1685333e-05,Philonthus,0.9999733
1705,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_79.jpg,Philonthus,Philonthus,Megalinus,4.837054e-05,Bisnius,9.195193e-05,Philonthus,0.99966264
1706,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_80.jpg,Philonthus,Philonthus,Ocypus,8.043873e-06,Creophilus,1.2725649e-05,Philonthus,0.9999615
1707,images_genus_shuffled_aspect_416/Philonthus/Philonthus politus_82.jpg,Philonthus,Philonthus,Bisnius,0.00018409305,Ocypus,0.0027883525,Philonthus,0.99681586
1708,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_11.jpg,Philonthus,Philonthus,Acylophorus,2.600214e-06,Bisnius,6.6902076e-06,Philonthus,0.9999827
1709,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_13.jpg,Philonthus,Philonthus,Ocypus,1.7707641e-06,Paederidus,1.8059752e-06,Philonthus,0.99999356
1710,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_15.jpg,Philonthus,Philonthus,Euryporus,2.410692e-05,Cafius,9.824283e-05,Philonthus,0.9998523
1711,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_17.jpg,Philonthus,Philonthus,Euryporus,6.493808e-05,Cafius,0.00033034937,Philonthus,0.99955577
1712,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_19.jpg,Philonthus,Philonthus,Tasgius,0.00085487234,Cafius,0.086020246,Philonthus,0.91243666
1713,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_27.jpg,Philonthus,Philonthus,Bisnius,2.231935e-05,Acylophorus,5.3229905e-05,Philonthus,0.9998939
1714,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_37.jpg,Philonthus,Philonthus,Euryporus,1.4498877e-06,Cafius,4.771222e-06,Philonthus,0.999992
1715,images_genus_shuffled_aspect_416/Philonthus/Philonthus punctus_9.jpg,Philonthus,Philonthus,Remus,0.003408298,Cafius,0.35805622,Philonthus,0.62579066
1716,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_15.jpg,Philonthus,Philonthus,Cafius,4.088917e-06,Bisnius,0.0005596953,Philonthus,0.99942136
1717,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_16.jpg,Philonthus,Philonthus,Cafius,5.440319e-06,Bisnius,2.9631678e-05,Philonthus,0.99995685
1718,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_18.jpg,Philonthus,Philonthus,Ocypus,8.08034e-07,Cafius,2.718144e-06,Philonthus,0.9999943
1719,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_25.jpg,Philonthus,Philonthus,Erichsonius,0.010092932,Cafius,0.0136902835,Philonthus,0.9692357
1720,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_26.jpg,Philonthus,Philonthus,Gabrius,3.0983384e-07,Bisnius,8.267548e-07,Philonthus,0.9999987
1721,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_29.jpg,Philonthus,Philonthus,Bisnius,5.624956e-06,Gauropterus,1.082154e-05,Philonthus,0.99995756
1722,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_31.jpg,Philonthus,Philonthus,Platydracus,4.953401e-07,Ocypus,1.7847666e-06,Philonthus,0.99999654
1723,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_32.jpg,Philonthus,Philonthus,Rugilus,4.6542796e-06,Bisnius,6.637717e-05,Philonthus,0.9999198
1724,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_45.jpg,Philonthus,Philonthus,Heterothops,4.751051e-06,Bisnius,0.00019864991,Philonthus,0.9997819
1725,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_57.jpg,Philonthus,Philonthus,Bisnius,0.0025779484,Tetartopeus,0.004521656,Philonthus,0.9912179
1726,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_63.jpg,Philonthus,Philonthus,Bisnius,5.4553242e-05,Othius,6.8950125e-05,Philonthus,0.999783
1727,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_66.jpg,Philonthus,Philonthus,Erichsonius,8.716969e-05,Bisnius,0.0028067846,Philonthus,0.99703985
1728,images_genus_shuffled_aspect_416/Philonthus/Philonthus quisquiliarius_9.jpg,Philonthus,Philonthus,Bisnius,0.00036872106,Gabrius,0.0009916354,Philonthus,0.9986141
1729,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_10.jpg,Philonthus,Philonthus,Cafius,1.0908457e-05,Bisnius,2.412303e-05,Philonthus,0.9999578
1730,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_12.jpg,Philonthus,Philonthus,Cafius,5.8725916e-05,Bisnius,0.0005493586,Philonthus,0.99938655
1731,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_22.jpg,Philonthus,Philonthus,Cafius,5.6677345e-05,Quedius,7.973798e-05,Philonthus,0.99978
1732,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_30.jpg,Philonthus,Philonthus,Bisnius,0.002874401,Quedius,0.01720798,Philonthus,0.9795559
1733,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_40.jpg,Philonthus,Philonthus,Cafius,2.0315352e-05,Bisnius,0.00016632404,Philonthus,0.9998062
1734,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_43.jpg,Philonthus,Philonthus,Cafius,2.7263497e-06,Bisnius,5.6614866e-05,Philonthus,0.9999378
1735,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_50.jpg,Philonthus,Philonthus,Cafius,0.03836117,Bisnius,0.04348304,Philonthus,0.9050048
1736,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_53.jpg,Philonthus,Philonthus,Bisnius,0.00042414345,Cafius,0.0006068188,Philonthus,0.99893934
1737,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_56.jpg,Philonthus,Philonthus,Cafius,0.006713632,Bisnius,0.043090533,Philonthus,0.9501632
1738,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_66.jpg,Philonthus,Philonthus,Cafius,0.00036568887,Bisnius,0.00059548975,Philonthus,0.99881446
1739,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_69.jpg,Philonthus,Philonthus,Quedius,8.932482e-06,Bisnius,1.4052567e-05,Philonthus,0.9999583
1740,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_74.jpg,Philonthus,Philonthus,Cafius,0.0011685593,Bisnius,0.0026612268,Philonthus,0.99450004
1741,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_75.jpg,Philonthus,Philonthus,Bisnius,0.00017228197,Cafius,0.00024153343,Philonthus,0.9995671
1742,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_77.jpg,Philonthus,Philonthus,Cafius,0.00073457626,Bisnius,0.0022515517,Philonthus,0.99699605
1743,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_80.jpg,Philonthus,Philonthus,Gabrius,6.808444e-05,Bisnius,0.009241168,Philonthus,0.9906284
1744,images_genus_shuffled_aspect_416/Philonthus/Philonthus rectangulus_81.jpg,Philonthus,Philonthus,Cafius,1.1282742e-05,Bisnius,0.05078823,Philonthus,0.94919527
1745,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_25.jpg,Philonthus,Philonthus,Cafius,7.345892e-08,Gabrius,8.437497e-07,Philonthus,0.9999989
1746,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_32.jpg,Philonthus,Philonthus,Platydracus,2.5953516e-06,Gauropterus,4.12758e-06,Philonthus,0.99998784
1747,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_41.jpg,Philonthus,Philonthus,Platydracus,1.6516587e-06,Gabrius,7.1341074e-06,Philonthus,0.9999883
1748,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_43.jpg,Philonthus,Philonthus,Gabrius,7.358365e-05,Quedius,0.00018083949,Philonthus,0.9995902
1749,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_49.jpg,Philonthus,Philonthus,Gauropterus,3.147187e-06,Gabrius,1.1056504e-05,Philonthus,0.9999753
1750,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_51.jpg,Philonthus,Philonthus,Platydracus,2.6281632e-06,Gabrius,7.573031e-05,Philonthus,0.99991584
1751,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_58.jpg,Philonthus,Philonthus,Othius,7.5668936e-06,Gabrius,1.9098296e-05,Philonthus,0.9999429
1752,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_60.jpg,Philonthus,Philonthus,Cafius,9.906261e-08,Gabrius,1.2152747e-06,Philonthus,0.9999982
1753,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_61.jpg,Philonthus,Philonthus,Quedius,2.1075114e-06,Euryporus,4.58568e-06,Philonthus,0.9999856
1754,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_63.jpg,Philonthus,Philonthus,Othius,1.783331e-05,Platydracus,5.657203e-05,Philonthus,0.9998598
1755,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_71.jpg,Philonthus,Philonthus,Euryporus,6.228633e-06,Platydracus,7.518348e-06,Philonthus,0.9999602
1756,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_72.jpg,Philonthus,Philonthus,Lathrobium,1.995992e-05,Platydracus,2.4527322e-05,Philonthus,0.99990726
1757,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_73.jpg,Philonthus,Philonthus,Gauropterus,0.00039743356,Heterothops,0.0004335064,Philonthus,0.99841356
1758,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_75.jpg,Philonthus,Philonthus,Euryporus,4.8927366e-05,Gabrius,0.00023674207,Philonthus,0.9996282
1759,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_76.jpg,Philonthus,Philonthus,Gauropterus,2.4958465e-06,Lathrobium,3.020853e-06,Philonthus,0.9999858
1760,images_genus_shuffled_aspect_416/Philonthus/Philonthus rubripennis_79.jpg,Philonthus,Philonthus,Othius,6.1598066e-06,Platydracus,8.76175e-06,Philonthus,0.99996185
1761,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_13.jpg,Philonthus,Philonthus,Cafius,0.000110365014,Bisnius,0.00018833435,Philonthus,0.9996861
1762,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_14.jpg,Philonthus,Philonthus,Gabrius,5.0405713e-05,Bisnius,0.038323414,Philonthus,0.9615996
1763,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_16.jpg,Philonthus,Philonthus,Othius,6.0006787e-06,Quedius,4.9873943e-05,Philonthus,0.9999254
1764,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_20.jpg,Philonthus,Philonthus,Ocypus,0.00050082617,Cafius,0.0015188393,Philonthus,0.9970054
1765,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_26.jpg,Philonthus,Philonthus,Cafius,2.3627024e-06,Bisnius,0.00024964233,Philonthus,0.9997466
1766,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_35.jpg,Philonthus,Philonthus,Euryporus,0.00026114422,Quedius,0.004873264,Philonthus,0.994574
1767,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_42.jpg,Philonthus,Philonthus,Quedius,1.3384359e-05,Othius,1.4148961e-05,Philonthus,0.9999403
1768,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_52.jpg,Philonthus,Philonthus,Ocypus,0.0019077916,Cafius,0.003063972,Philonthus,0.99477416
1769,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_53.jpg,Philonthus,Philonthus,Acylophorus,1.4426191e-06,Bisnius,2.8766604e-05,Philonthus,0.99996626
1770,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_54.jpg,Philonthus,Philonthus,Bisnius,7.303287e-06,Ocypus,1.6348007e-05,Philonthus,0.9999567
1771,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_56.jpg,Philonthus,Bisnius,Gabrius,1.2631293e-05,Philonthus,0.19347095,Bisnius,0.806495
1772,images_genus_shuffled_aspect_416/Philonthus/Philonthus rufipes_8.jpg,Philonthus,Philonthus,Quedius,1.043299e-05,Bisnius,0.0004997037,Philonthus,0.99946564
1773,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_12.jpg,Philonthus,Philonthus,Heterothops,3.738094e-07,Gabrius,6.892326e-07,Philonthus,0.9999988
1774,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_14.jpg,Philonthus,Philonthus,Cafius,1.7046943e-08,Gabrius,1.2171944e-07,Philonthus,0.9999999
1775,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_31.jpg,Philonthus,Philonthus,Cafius,5.776529e-07,Ocypus,9.508432e-07,Philonthus,0.99999666
1776,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_34.jpg,Philonthus,Philonthus,Euryporus,3.6085524e-07,Cafius,5.966976e-07,Philonthus,0.99999845
1777,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_35.jpg,Philonthus,Philonthus,Euryporus,5.967378e-08,Cafius,3.2530033e-07,Philonthus,0.99999964
1778,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_40.jpg,Philonthus,Philonthus,Euryporus,1.7958195e-07,Cafius,1.9234001e-07,Philonthus,0.99999964
1779,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_44.jpg,Philonthus,Philonthus,Cafius,2.8298882e-06,Gabrius,8.360902e-06,Philonthus,0.99998665
1780,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_48.jpg,Philonthus,Philonthus,Euryporus,5.8230096e-08,Cafius,1.5540174e-07,Philonthus,0.99999964
1781,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_51.jpg,Philonthus,Philonthus,Euryporus,1.6062512e-07,Ocypus,3.0367553e-07,Philonthus,0.99999905
1782,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_52.jpg,Philonthus,Philonthus,Bisnius,0.00041763883,Gabrius,0.0011912585,Philonthus,0.9980615
1783,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_55.jpg,Philonthus,Philonthus,Bisnius,2.994765e-05,Cafius,4.0645296e-05,Philonthus,0.9999149
1784,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_59.jpg,Philonthus,Philonthus,Euryporus,1.1436309e-07,Gabrius,3.695222e-07,Philonthus,0.9999993
1785,images_genus_shuffled_aspect_416/Philonthus/Philonthus salinus_62.jpg,Philonthus,Philonthus,Gabrius,1.597473e-05,Cafius,4.184982e-05,Philonthus,0.9999398
1786,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_10.jpg,Philonthus,Philonthus,Ocypus,1.1397674e-05,Euryporus,1.6208263e-05,Philonthus,0.9999597
1787,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_17.jpg,Philonthus,Philonthus,Bisnius,9.770895e-07,Ocypus,1.6019469e-05,Philonthus,0.9999813
1788,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_18.jpg,Philonthus,Philonthus,Cafius,1.363176e-05,Ocypus,3.8999016e-05,Philonthus,0.99992716
1789,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_21.jpg,Philonthus,Philonthus,Ocypus,6.274668e-05,Quedius,0.0001309518,Philonthus,0.99978465
1790,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_24.jpg,Philonthus,Philonthus,Euryporus,4.7807305e-07,Ocypus,1.9840613e-06,Philonthus,0.9999969
1791,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_31.jpg,Philonthus,Philonthus,Ocypus,2.6765326e-06,Euryporus,4.86282e-06,Philonthus,0.9999919
1792,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_32.jpg,Philonthus,Philonthus,Bisnius,6.369818e-07,Ocypus,2.0942152e-06,Philonthus,0.99999666
1793,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_52.jpg,Philonthus,Philonthus,Ocypus,3.01932e-06,Euryporus,7.695823e-06,Philonthus,0.99998176
1794,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_55.jpg,Philonthus,Philonthus,Euryporus,3.1686697e-05,Ocypus,5.451275e-05,Philonthus,0.9998338
1795,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_57.jpg,Philonthus,Philonthus,Cafius,0.0013099709,Quedius,0.2799159,Philonthus,0.7168664
1796,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_63.jpg,Philonthus,Philonthus,Quedius,7.500426e-07,Bisnius,7.267489e-06,Philonthus,0.9999907
1797,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_64.jpg,Philonthus,Philonthus,Heterothops,6.7003166e-05,Bisnius,0.00019166572,Philonthus,0.9996619
1798,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_68.jpg,Philonthus,Philonthus,Quedius,1.6452216e-06,Ocypus,2.9994628e-06,Philonthus,0.9999924
1799,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_76.jpg,Philonthus,Philonthus,Ocypus,5.3611448e-06,Quedius,4.4694254e-05,Philonthus,0.9999356
1800,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_77.jpg,Philonthus,Philonthus,Ocypus,1.3013778e-06,Euryporus,1.3509145e-06,Philonthus,0.999995
1801,images_genus_shuffled_aspect_416/Philonthus/Philonthus sanguinolentus_82.jpg,Philonthus,Philonthus,Acylophorus,3.1673877e-05,Quedius,4.82446e-05,Philonthus,0.9998908
1802,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_101.jpg,Philonthus,Philonthus,Creophilus,0.01556034,Velleius,0.033676222,Philonthus,0.9436172
1803,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_102.jpg,Philonthus,Philonthus,Tasgius,9.218413e-05,Ocypus,0.0070366752,Philonthus,0.9926663
1804,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_103.jpg,Philonthus,Philonthus,Velleius,6.126961e-06,Ocypus,1.3921771e-05,Philonthus,0.9999645
1805,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_110.jpg,Philonthus,Philonthus,Ocypus,3.6503934e-06,Bisnius,1.0093594e-05,Philonthus,0.99998474
1806,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_112.jpg,Philonthus,Philonthus,Velleius,3.3518343e-06,Creophilus,5.1684715e-06,Philonthus,0.99998283
1807,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_113.jpg,Philonthus,Philonthus,Velleius,2.8791994e-06,Ocypus,3.797502e-05,Philonthus,0.99995065
1808,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_116.jpg,Philonthus,Philonthus,Creophilus,2.551325e-06,Ocypus,9.755832e-06,Philonthus,0.9999857
1809,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_118.jpg,Philonthus,Philonthus,Bisnius,3.7987767e-05,Ocypus,3.837029e-05,Philonthus,0.99989235
1810,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_126.jpg,Philonthus,Philonthus,Creophilus,1.9842594e-06,Ocypus,8.615988e-05,Philonthus,0.999908
1811,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_129.jpg,Philonthus,Philonthus,Velleius,1.3367107e-05,Ocypus,4.525062e-05,Philonthus,0.99991214
1812,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_133.jpg,Philonthus,Philonthus,Bisnius,1.2501832e-06,Ocypus,1.1957346e-05,Philonthus,0.99998665
1813,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_138.jpg,Philonthus,Philonthus,Creophilus,2.4765027e-06,Ocypus,1.319231e-05,Philonthus,0.99998057
1814,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_143.jpg,Philonthus,Philonthus,Creophilus,1.08464114e-07,Ocypus,7.6160054e-06,Philonthus,0.99999213
1815,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_144.jpg,Philonthus,Philonthus,Creophilus,0.006769115,Ocypus,0.24261242,Philonthus,0.74952936
1816,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_145.jpg,Philonthus,Philonthus,Creophilus,7.6480836e-05,Ocypus,0.00028492362,Philonthus,0.9995896
1817,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_156.jpg,Philonthus,Philonthus,Ocypus,1.648972e-06,Bisnius,1.4010808e-05,Philonthus,0.9999815
1818,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_166.jpg,Philonthus,Philonthus,Velleius,1.3029271e-06,Ocypus,2.1752658e-05,Philonthus,0.99997365
1819,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_167.jpg,Philonthus,Philonthus,Velleius,1.47738465e-05,Ocypus,5.032239e-05,Philonthus,0.99992657
1820,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_17.jpg,Philonthus,Philonthus,Cafius,1.0395112e-05,Ocypus,0.0053025577,Philonthus,0.9946649
1821,images_genus_shuffled_aspect_416/Philonthus/Philonthus splendens_34.jpg,Philonthus,Philonthus,Ocypus,5.7656503e-05,Quedius,8.119339e-05,Philonthus,0.99976903
