Filename,Prediction1,Prediction3
images_genus/Philonthus/Philonthus decorus_33.jpg,Rugilus,"[('Bisnius', 0.07157717), ('Lithocharis', 0.12478463), ('Rugilus', 0.32910228)]"
images_genus/Philonthus/Philonthus decorus_34.jpg,Rugilus,"[('Bisnius', 0.073014624), ('Lithocharis', 0.12620048), ('Rugilus', 0.32299715)]"
images_genus/Philonthus/Philonthus decorus_35.jpg,Rugilus,"[('Bisnius', 0.06969393), ('Lithocharis', 0.12458388), ('Rugilus', 0.335218)]"
images_genus/Philonthus/Philonthus decorus_36.jpg,Rugilus,"[('Bisnius', 0.06911762), ('Lithocharis', 0.13209552), ('Rugilus', 0.32086793)]"
images_genus/Philonthus/Philonthus decorus_37.jpg,Rugilus,"[('Bisnius', 0.06904717), ('Lithocharis', 0.13026124), ('Rugilus', 0.3253718)]"
images_genus/Philonthus/Philonthus decorus_38.jpg,Rugilus,"[('Bisnius', 0.0705176), ('Lithocharis', 0.12643911), ('Rugilus', 0.3273281)]"
images_genus/Philonthus/Philonthus decorus_39.jpg,Rugilus,"[('Bisnius', 0.07241613), ('Lithocharis', 0.12589858), ('Rugilus', 0.32394287)]"
images_genus/Philonthus/Philonthus decorus_40.jpg,Rugilus,"[('Bisnius', 0.06791907), ('Lithocharis', 0.13132346), ('Rugilus', 0.32758266)]"
images_genus/Philonthus/Philonthus decorus_41.jpg,Rugilus,"[('Bisnius', 0.07156398), ('Lithocharis', 0.12443656), ('Rugilus', 0.33954942)]"
images_genus/Philonthus/Philonthus decorus_42.jpg,Rugilus,"[('Bisnius', 0.06635529), ('Lithocharis', 0.13380085), ('Rugilus', 0.32587638)]"
images_genus/Philonthus/Philonthus decorus_43.jpg,Rugilus,"[('Bisnius', 0.07188124), ('Lithocharis', 0.12614182), ('Rugilus', 0.33888665)]"
images_genus/Philonthus/Philonthus decorus_44.jpg,Rugilus,"[('Bisnius', 0.070819005), ('Lithocharis', 0.13052142), ('Rugilus', 0.33211812)]"
images_genus/Philonthus/Philonthus decorus_45.jpg,Rugilus,"[('Bisnius', 0.07095292), ('Lithocharis', 0.12438552), ('Rugilus', 0.33709583)]"
images_genus/Philonthus/Philonthus decorus_46.jpg,Rugilus,"[('Bisnius', 0.07163727), ('Lithocharis', 0.12851314), ('Rugilus', 0.32577306)]"
images_genus/Philonthus/Philonthus decorus_47.jpg,Rugilus,"[('Bisnius', 0.07128613), ('Lithocharis', 0.13018736), ('Rugilus', 0.31539083)]"
images_genus/Philonthus/Philonthus decorus_48.jpg,Rugilus,"[('Bisnius', 0.06898302), ('Lithocharis', 0.13329865), ('Rugilus', 0.3229385)]"
images_genus/Philonthus/Philonthus decorus_49.jpg,Rugilus,"[('Bisnius', 0.06780442), ('Lithocharis', 0.13400082), ('Rugilus', 0.3235513)]"
images_genus/Philonthus/Philonthus decorus_50.jpg,Rugilus,"[('Bisnius', 0.07224734), ('Lithocharis', 0.12345104), ('Rugilus', 0.33660465)]"
images_genus/Philonthus/Philonthus decorus_51.jpg,Rugilus,"[('Bisnius', 0.07134648), ('Lithocharis', 0.12603727), ('Rugilus', 0.32162416)]"
images_genus/Philonthus/Philonthus decorus_52.jpg,Rugilus,"[('Bisnius', 0.071777016), ('Lithocharis', 0.12808391), ('Rugilus', 0.32011336)]"
images_genus/Philonthus/Philonthus decorus_53.jpg,Rugilus,"[('Bisnius', 0.06587142), ('Lithocharis', 0.13730825), ('Rugilus', 0.3207087)]"
images_genus/Philonthus/Philonthus decorus_54.jpg,Rugilus,"[('Bisnius', 0.069794826), ('Lithocharis', 0.12757841), ('Rugilus', 0.3411723)]"
images_genus/Philonthus/Philonthus decorus_55.jpg,Rugilus,"[('Bisnius', 0.07064252), ('Lithocharis', 0.12449692), ('Rugilus', 0.3347232)]"
images_genus/Philonthus/Philonthus decorus_56.jpg,Rugilus,"[('Bisnius', 0.06776848), ('Lithocharis', 0.12993489), ('Rugilus', 0.32987624)]"
images_genus/Philonthus/Philonthus decorus_57.jpg,Rugilus,"[('Bisnius', 0.07001086), ('Lithocharis', 0.1269702), ('Rugilus', 0.32987976)]"
images_genus/Philonthus/Philonthus decorus_58.jpg,Rugilus,"[('Bisnius', 0.071645506), ('Lithocharis', 0.13056667), ('Rugilus', 0.32761458)]"
images_genus/Philonthus/Philonthus decorus_59.jpg,Rugilus,"[('Bisnius', 0.06656673), ('Lithocharis', 0.13558398), ('Rugilus', 0.3208904)]"
images_genus/Philonthus/Philonthus decorus_60.jpg,Rugilus,"[('Bisnius', 0.07137484), ('Lithocharis', 0.12182693), ('Rugilus', 0.3269298)]"
images_genus/Philonthus/Philonthus decorus_61.jpg,Rugilus,"[('Bisnius', 0.066219136), ('Lithocharis', 0.1312995), ('Rugilus', 0.3192331)]"
images_genus/Philonthus/Philonthus decorus_62.jpg,Rugilus,"[('Bisnius', 0.070914105), ('Lithocharis', 0.12810369), ('Rugilus', 0.32571203)]"
images_genus/Philonthus/Philonthus decorus_63.jpg,Rugilus,"[('Bisnius', 0.069190286), ('Lithocharis', 0.12945877), ('Rugilus', 0.3225609)]"
images_genus/Philonthus/Philonthus decorus_64.jpg,Rugilus,"[('Bisnius', 0.06737199), ('Lithocharis', 0.13307092), ('Rugilus', 0.3225353)]"
images_genus/Philonthus/Philonthus decorus_65.jpg,Rugilus,"[('Bisnius', 0.06980349), ('Lithocharis', 0.12931804), ('Rugilus', 0.33124137)]"
images_genus/Philonthus/Philonthus decorus_66.jpg,Rugilus,"[('Bisnius', 0.06892768), ('Lithocharis', 0.12981527), ('Rugilus', 0.33658743)]"
images_genus/Philonthus/Philonthus discoideus_10.jpg,Rugilus,"[('Bisnius', 0.06884404), ('Lithocharis', 0.1282385), ('Rugilus', 0.33851916)]"
images_genus/Philonthus/Philonthus discoideus_11.jpg,Rugilus,"[('Bisnius', 0.07055388), ('Lithocharis', 0.13135277), ('Rugilus', 0.33492506)]"
images_genus/Philonthus/Philonthus discoideus_12.jpg,Rugilus,"[('Bisnius', 0.07159324), ('Lithocharis', 0.12628746), ('Rugilus', 0.3373237)]"
images_genus/Philonthus/Philonthus discoideus_13.jpg,Rugilus,"[('Bisnius', 0.06865528), ('Lithocharis', 0.12941767), ('Rugilus', 0.33425835)]"
images_genus/Philonthus/Philonthus discoideus_14.jpg,Rugilus,"[('Bisnius', 0.068239614), ('Lithocharis', 0.13160248), ('Rugilus', 0.32931376)]"
images_genus/Philonthus/Philonthus discoideus_15.jpg,Rugilus,"[('Bisnius', 0.06834929), ('Lithocharis', 0.13329619), ('Rugilus', 0.32535654)]"
images_genus/Philonthus/Philonthus discoideus_16.jpg,Rugilus,"[('Bisnius', 0.06857785), ('Lithocharis', 0.13134316), ('Rugilus', 0.33583012)]"
images_genus/Philonthus/Philonthus discoideus_17.jpg,Rugilus,"[('Bisnius', 0.06935904), ('Lithocharis', 0.13062172), ('Rugilus', 0.33229688)]"
images_genus/Philonthus/Philonthus discoideus_18.jpg,Rugilus,"[('Bisnius', 0.06834667), ('Lithocharis', 0.12961783), ('Rugilus', 0.3354835)]"
images_genus/Philonthus/Philonthus discoideus_19.jpg,Rugilus,"[('Bisnius', 0.068082795), ('Lithocharis', 0.1324663), ('Rugilus', 0.32812282)]"
images_genus/Philonthus/Philonthus discoideus_20.jpg,Rugilus,"[('Bisnius', 0.07049206), ('Lithocharis', 0.12844719), ('Rugilus', 0.33378908)]"
images_genus/Philonthus/Philonthus discoideus_21.jpg,Rugilus,"[('Bisnius', 0.06716952), ('Lithocharis', 0.13126712), ('Rugilus', 0.329872)]"
images_genus/Philonthus/Philonthus discoideus_22.jpg,Rugilus,"[('Bisnius', 0.06848117), ('Lithocharis', 0.13098137), ('Rugilus', 0.33775032)]"
images_genus/Philonthus/Philonthus discoideus_23.jpg,Rugilus,"[('Bisnius', 0.069782674), ('Lithocharis', 0.12914552), ('Rugilus', 0.3358372)]"
images_genus/Philonthus/Philonthus discoideus_24.jpg,Rugilus,"[('Bisnius', 0.06844204), ('Lithocharis', 0.12888353), ('Rugilus', 0.34047356)]"
images_genus/Philonthus/Philonthus discoideus_25.jpg,Rugilus,"[('Bisnius', 0.06860317), ('Lithocharis', 0.13335511), ('Rugilus', 0.3257479)]"
images_genus/Philonthus/Philonthus discoideus_26.jpg,Rugilus,"[('Bisnius', 0.0702808), ('Lithocharis', 0.12861463), ('Rugilus', 0.33451653)]"
images_genus/Philonthus/Philonthus discoideus_27.jpg,Rugilus,"[('Bisnius', 0.06867214), ('Lithocharis', 0.13003379), ('Rugilus', 0.334971)]"
images_genus/Philonthus/Philonthus discoideus_28.jpg,Rugilus,"[('Bisnius', 0.06952542), ('Lithocharis', 0.12818404), ('Rugilus', 0.33941135)]"
images_genus/Philonthus/Philonthus discoideus_29.jpg,Rugilus,"[('Bisnius', 0.06961931), ('Lithocharis', 0.12951565), ('Rugilus', 0.34254703)]"
images_genus/Philonthus/Philonthus ebeninus_3.jpg,Rugilus,"[('Bisnius', 0.06904268), ('Lithocharis', 0.13125955), ('Rugilus', 0.3321805)]"
images_genus/Philonthus/Philonthus ebeninus_4.jpg,Rugilus,"[('Bisnius', 0.06792169), ('Lithocharis', 0.13267608), ('Rugilus', 0.3366778)]"
images_genus/Philonthus/Philonthus ebeninus_5.jpg,Rugilus,"[('Bisnius', 0.069336504), ('Lithocharis', 0.12886356), ('Rugilus', 0.34440246)]"
images_genus/Philonthus/Philonthus ebeninus_6.jpg,Rugilus,"[('Bisnius', 0.07017587), ('Lithocharis', 0.13042738), ('Rugilus', 0.33369312)]"
images_genus/Philonthus/Philonthus ebeninus_7.jpg,Rugilus,"[('Bisnius', 0.06791539), ('Lithocharis', 0.132254), ('Rugilus', 0.33648777)]"
images_genus/Philonthus/Philonthus ebeninus_8.jpg,Rugilus,"[('Bisnius', 0.06924578), ('Lithocharis', 0.13067824), ('Rugilus', 0.33406478)]"
images_genus/Philonthus/Philonthus fumarius_10.jpg,Rugilus,"[('Bisnius', 0.068475574), ('Lithocharis', 0.13261226), ('Rugilus', 0.32852036)]"
images_genus/Philonthus/Philonthus fumarius_11.jpg,Rugilus,"[('Bisnius', 0.06749974), ('Lithocharis', 0.13467376), ('Rugilus', 0.3272474)]"
images_genus/Philonthus/Philonthus fumarius_12.jpg,Rugilus,"[('Bisnius', 0.06899734), ('Lithocharis', 0.12937494), ('Rugilus', 0.34230345)]"
images_genus/Philonthus/Philonthus fumarius_13.jpg,Rugilus,"[('Bisnius', 0.07030939), ('Lithocharis', 0.13053136), ('Rugilus', 0.33617952)]"
images_genus/Philonthus/Philonthus fumarius_14.jpg,Rugilus,"[('Bisnius', 0.06913258), ('Lithocharis', 0.12957487), ('Rugilus', 0.33313584)]"
images_genus/Philonthus/Philonthus fumarius_15.jpg,Rugilus,"[('Bisnius', 0.07071456), ('Lithocharis', 0.12741466), ('Rugilus', 0.3416153)]"
images_genus/Philonthus/Philonthus fumarius_16.jpg,Rugilus,"[('Bisnius', 0.069017634), ('Lithocharis', 0.13150662), ('Rugilus', 0.33262515)]"
images_genus/Philonthus/Philonthus fumarius_17.jpg,Rugilus,"[('Bisnius', 0.06892818), ('Lithocharis', 0.13173763), ('Rugilus', 0.3334483)]"
images_genus/Philonthus/Philonthus fumarius_18.jpg,Rugilus,"[('Bisnius', 0.06845425), ('Lithocharis', 0.12769224), ('Rugilus', 0.3352025)]"
images_genus/Philonthus/Philonthus fumarius_19.jpg,Rugilus,"[('Bisnius', 0.07077576), ('Lithocharis', 0.12932682), ('Rugilus', 0.3379886)]"
images_genus/Philonthus/Philonthus fumarius_20.jpg,Rugilus,"[('Bisnius', 0.06838384), ('Lithocharis', 0.13033663), ('Rugilus', 0.33409727)]"
images_genus/Philonthus/Philonthus fumarius_21.jpg,Rugilus,"[('Bisnius', 0.06853124), ('Lithocharis', 0.13144991), ('Rugilus', 0.33504584)]"
images_genus/Philonthus/Philonthus fumarius_22.jpg,Rugilus,"[('Bisnius', 0.06826465), ('Lithocharis', 0.1334317), ('Rugilus', 0.32488427)]"
images_genus/Philonthus/Philonthus fumarius_23.jpg,Rugilus,"[('Bisnius', 0.06965701), ('Lithocharis', 0.13009793), ('Rugilus', 0.33182502)]"
images_genus/Philonthus/Philonthus fumarius_8.jpg,Rugilus,"[('Bisnius', 0.0701729), ('Lithocharis', 0.12896132), ('Rugilus', 0.33365563)]"
images_genus/Philonthus/Philonthus fumarius_9.jpg,Rugilus,"[('Bisnius', 0.070541374), ('Lithocharis', 0.12940302), ('Rugilus', 0.33751404)]"
images_genus/Philonthus/Philonthus furcifer_10.jpg,Rugilus,"[('Bisnius', 0.070195705), ('Lithocharis', 0.12687919), ('Rugilus', 0.34029785)]"
images_genus/Philonthus/Philonthus furcifer_11.jpg,Rugilus,"[('Bisnius', 0.068635374), ('Lithocharis', 0.13186274), ('Rugilus', 0.331946)]"
images_genus/Philonthus/Philonthus furcifer_4.jpg,Rugilus,"[('Bisnius', 0.0682246), ('Lithocharis', 0.13090257), ('Rugilus', 0.3386232)]"
images_genus/Philonthus/Philonthus furcifer_5.jpg,Rugilus,"[('Bisnius', 0.068579726), ('Lithocharis', 0.1297288), ('Rugilus', 0.33972764)]"
images_genus/Philonthus/Philonthus furcifer_6.jpg,Rugilus,"[('Bisnius', 0.06855182), ('Lithocharis', 0.13146132), ('Rugilus', 0.3373016)]"
images_genus/Philonthus/Philonthus furcifer_7.jpg,Rugilus,"[('Bisnius', 0.068272084), ('Lithocharis', 0.13080972), ('Rugilus', 0.33802277)]"
images_genus/Philonthus/Philonthus furcifer_8.jpg,Rugilus,"[('Bisnius', 0.06776407), ('Lithocharis', 0.12928575), ('Rugilus', 0.3361546)]"
images_genus/Philonthus/Philonthus furcifer_9.jpg,Rugilus,"[('Bisnius', 0.07008157), ('Lithocharis', 0.1295318), ('Rugilus', 0.33348948)]"
images_genus/Philonthus/Philonthus intermedius_10.jpg,Rugilus,"[('Bisnius', 0.06696415), ('Lithocharis', 0.1346121), ('Rugilus', 0.31574667)]"
images_genus/Philonthus/Philonthus intermedius_11.jpg,Rugilus,"[('Bisnius', 0.06667863), ('Lithocharis', 0.13620733), ('Rugilus', 0.31715253)]"
images_genus/Philonthus/Philonthus intermedius_12.jpg,Rugilus,"[('Bisnius', 0.06779226), ('Lithocharis', 0.13177344), ('Rugilus', 0.32862145)]"
images_genus/Philonthus/Philonthus intermedius_13.jpg,Rugilus,"[('Bisnius', 0.068142705), ('Lithocharis', 0.12887767), ('Rugilus', 0.33646747)]"
images_genus/Philonthus/Philonthus intermedius_14.jpg,Rugilus,"[('Bisnius', 0.06782139), ('Lithocharis', 0.13590643), ('Rugilus', 0.32260066)]"
images_genus/Philonthus/Philonthus intermedius_15.jpg,Rugilus,"[('Bisnius', 0.06680868), ('Lithocharis', 0.13323088), ('Rugilus', 0.33188936)]"
images_genus/Philonthus/Philonthus intermedius_16.jpg,Rugilus,"[('Bisnius', 0.0679045), ('Lithocharis', 0.1305204), ('Rugilus', 0.33094063)]"
images_genus/Philonthus/Philonthus intermedius_17.jpg,Rugilus,"[('Bisnius', 0.068001315), ('Lithocharis', 0.13064824), ('Rugilus', 0.33293545)]"
images_genus/Philonthus/Philonthus intermedius_18.jpg,Rugilus,"[('Bisnius', 0.06794856), ('Lithocharis', 0.12916294), ('Rugilus', 0.33473504)]"
images_genus/Philonthus/Philonthus intermedius_19.jpg,Rugilus,"[('Bisnius', 0.067560256), ('Lithocharis', 0.13248262), ('Rugilus', 0.32368308)]"
images_genus/Philonthus/Philonthus intermedius_20.jpg,Rugilus,"[('Bisnius', 0.066658266), ('Lithocharis', 0.13523895), ('Rugilus', 0.32559004)]"
images_genus/Philonthus/Philonthus intermedius_21.jpg,Rugilus,"[('Bisnius', 0.06889994), ('Lithocharis', 0.12675981), ('Rugilus', 0.34001282)]"
images_genus/Philonthus/Philonthus intermedius_7.jpg,Rugilus,"[('Bisnius', 0.06732244), ('Lithocharis', 0.13289306), ('Rugilus', 0.32785222)]"
images_genus/Philonthus/Philonthus intermedius_8.jpg,Rugilus,"[('Bisnius', 0.06796671), ('Lithocharis', 0.13248347), ('Rugilus', 0.32690296)]"
images_genus/Philonthus/Philonthus intermedius_9.jpg,Rugilus,"[('Bisnius', 0.06769818), ('Lithocharis', 0.13202861), ('Rugilus', 0.33417618)]"
images_genus/Philonthus/Philonthus jurgans_10.jpg,Rugilus,"[('Bisnius', 0.068532586), ('Lithocharis', 0.1315142), ('Rugilus', 0.33711067)]"
images_genus/Philonthus/Philonthus jurgans_11.jpg,Rugilus,"[('Bisnius', 0.069357425), ('Lithocharis', 0.13021488), ('Rugilus', 0.33763233)]"
images_genus/Philonthus/Philonthus jurgans_4.jpg,Rugilus,"[('Bisnius', 0.06800621), ('Lithocharis', 0.13269709), ('Rugilus', 0.32919514)]"
images_genus/Philonthus/Philonthus jurgans_5.jpg,Rugilus,"[('Bisnius', 0.06844173), ('Lithocharis', 0.13227326), ('Rugilus', 0.33628827)]"
images_genus/Philonthus/Philonthus jurgans_6.jpg,Rugilus,"[('Bisnius', 0.067553475), ('Lithocharis', 0.13261217), ('Rugilus', 0.32907757)]"
images_genus/Philonthus/Philonthus jurgans_7.jpg,Rugilus,"[('Bisnius', 0.06734629), ('Lithocharis', 0.13316779), ('Rugilus', 0.331064)]"
images_genus/Philonthus/Philonthus jurgans_8.jpg,Rugilus,"[('Bisnius', 0.067978576), ('Lithocharis', 0.1309831), ('Rugilus', 0.33647785)]"
images_genus/Philonthus/Philonthus jurgans_9.jpg,Rugilus,"[('Bisnius', 0.06884445), ('Lithocharis', 0.12914474), ('Rugilus', 0.343744)]"
images_genus/Philonthus/Philonthus laminatus_17.jpg,Rugilus,"[('Bisnius', 0.068384886), ('Lithocharis', 0.12864223), ('Rugilus', 0.3438041)]"
images_genus/Philonthus/Philonthus laminatus_18.jpg,Rugilus,"[('Bisnius', 0.0683412), ('Lithocharis', 0.13000037), ('Rugilus', 0.3340281)]"
images_genus/Philonthus/Philonthus laminatus_19.jpg,Rugilus,"[('Bisnius', 0.068582445), ('Lithocharis', 0.1298661), ('Rugilus', 0.3363457)]"
images_genus/Philonthus/Philonthus laminatus_20.jpg,Rugilus,"[('Bisnius', 0.06907043), ('Lithocharis', 0.12934437), ('Rugilus', 0.3374102)]"
images_genus/Philonthus/Philonthus laminatus_21.jpg,Rugilus,"[('Bisnius', 0.068805665), ('Lithocharis', 0.13109379), ('Rugilus', 0.33435556)]"
images_genus/Philonthus/Philonthus laminatus_22.jpg,Rugilus,"[('Bisnius', 0.067913696), ('Lithocharis', 0.13072054), ('Rugilus', 0.33243996)]"
images_genus/Philonthus/Philonthus laminatus_23.jpg,Rugilus,"[('Bisnius', 0.06760923), ('Lithocharis', 0.13270536), ('Rugilus', 0.32795456)]"
images_genus/Philonthus/Philonthus laminatus_24.jpg,Rugilus,"[('Bisnius', 0.067361325), ('Lithocharis', 0.13217111), ('Rugilus', 0.3308675)]"
images_genus/Philonthus/Philonthus laminatus_25.jpg,Rugilus,"[('Bisnius', 0.068709746), ('Lithocharis', 0.13054651), ('Rugilus', 0.34019768)]"
images_genus/Philonthus/Philonthus laminatus_26.jpg,Rugilus,"[('Bisnius', 0.06717263), ('Lithocharis', 0.1300868), ('Rugilus', 0.3296228)]"
images_genus/Philonthus/Philonthus laminatus_27.jpg,Rugilus,"[('Bisnius', 0.068141095), ('Lithocharis', 0.13365962), ('Rugilus', 0.3245839)]"
images_genus/Philonthus/Philonthus laminatus_28.jpg,Rugilus,"[('Bisnius', 0.06771806), ('Lithocharis', 0.13052896), ('Rugilus', 0.33190456)]"
images_genus/Philonthus/Philonthus laminatus_29.jpg,Rugilus,"[('Bisnius', 0.07293138), ('Lithocharis', 0.11980193), ('Rugilus', 0.3452714)]"
images_genus/Philonthus/Philonthus laminatus_30.jpg,Rugilus,"[('Bisnius', 0.06841403), ('Lithocharis', 0.124213114), ('Rugilus', 0.34721687)]"
images_genus/Philonthus/Philonthus laminatus_31.jpg,Rugilus,"[('Bisnius', 0.06757037), ('Lithocharis', 0.1289694), ('Rugilus', 0.3454009)]"
images_genus/Philonthus/Philonthus laminatus_32.jpg,Rugilus,"[('Bisnius', 0.07271949), ('Lithocharis', 0.12460579), ('Rugilus', 0.33525658)]"
images_genus/Philonthus/Philonthus laminatus_33.jpg,Rugilus,"[('Bisnius', 0.071252555), ('Lithocharis', 0.1271299), ('Rugilus', 0.33144417)]"
images_genus/Philonthus/Philonthus laminatus_34.jpg,Rugilus,"[('Bisnius', 0.07049767), ('Lithocharis', 0.12341783), ('Rugilus', 0.3377918)]"
images_genus/Philonthus/Philonthus laminatus_35.jpg,Rugilus,"[('Bisnius', 0.0710008), ('Lithocharis', 0.12368575), ('Rugilus', 0.33327815)]"
images_genus/Philonthus/Philonthus laminatus_36.jpg,Rugilus,"[('Bisnius', 0.07071673), ('Lithocharis', 0.124713354), ('Rugilus', 0.34157002)]"
images_genus/Philonthus/Philonthus laminatus_37.jpg,Rugilus,"[('Bisnius', 0.06777574), ('Lithocharis', 0.12829563), ('Rugilus', 0.3275415)]"
images_genus/Philonthus/Philonthus laminatus_38.jpg,Rugilus,"[('Bisnius', 0.06796904), ('Lithocharis', 0.129958), ('Rugilus', 0.33884594)]"
images_genus/Philonthus/Philonthus laminatus_39.jpg,Rugilus,"[('Bisnius', 0.06987702), ('Lithocharis', 0.12576479), ('Rugilus', 0.3417982)]"
images_genus/Philonthus/Philonthus laminatus_40.jpg,Rugilus,"[('Bisnius', 0.070390195), ('Lithocharis', 0.12794174), ('Rugilus', 0.32943723)]"
images_genus/Philonthus/Philonthus laminatus_41.jpg,Rugilus,"[('Bisnius', 0.0682854), ('Lithocharis', 0.12404451), ('Rugilus', 0.34665543)]"
images_genus/Philonthus/Philonthus laminatus_42.jpg,Rugilus,"[('Bisnius', 0.069369234), ('Lithocharis', 0.12585078), ('Rugilus', 0.3347883)]"
images_genus/Philonthus/Philonthus laminatus_43.jpg,Rugilus,"[('Bisnius', 0.06844155), ('Lithocharis', 0.1242423), ('Rugilus', 0.32780427)]"
images_genus/Philonthus/Philonthus laminatus_44.jpg,Rugilus,"[('Bisnius', 0.06895566), ('Lithocharis', 0.12678121), ('Rugilus', 0.33441135)]"
images_genus/Philonthus/Philonthus laminatus_45.jpg,Rugilus,"[('Bisnius', 0.06952763), ('Lithocharis', 0.12480533), ('Rugilus', 0.3464095)]"
images_genus/Philonthus/Philonthus laminatus_46.jpg,Rugilus,"[('Bisnius', 0.06903818), ('Lithocharis', 0.12845443), ('Rugilus', 0.339133)]"
images_genus/Philonthus/Philonthus laminatus_47.jpg,Rugilus,"[('Bisnius', 0.06878929), ('Lithocharis', 0.12627128), ('Rugilus', 0.3425021)]"
images_genus/Philonthus/Philonthus laminatus_48.jpg,Rugilus,"[('Bisnius', 0.06878666), ('Lithocharis', 0.12814417), ('Rugilus', 0.32464513)]"
images_genus/Philonthus/Philonthus laminatus_49.jpg,Rugilus,"[('Bisnius', 0.070225716), ('Lithocharis', 0.12344414), ('Rugilus', 0.34194246)]"
images_genus/Philonthus/Philonthus laminatus_50.jpg,Rugilus,"[('Bisnius', 0.06996975), ('Lithocharis', 0.12605461), ('Rugilus', 0.34034035)]"
images_genus/Philonthus/Philonthus lepidus_10.jpg,Rugilus,"[('Bisnius', 0.068524785), ('Lithocharis', 0.13218085), ('Rugilus', 0.32536098)]"
images_genus/Philonthus/Philonthus lepidus_11.jpg,Rugilus,"[('Bisnius', 0.068036534), ('Lithocharis', 0.13285731), ('Rugilus', 0.33568874)]"
images_genus/Philonthus/Philonthus lepidus_12.jpg,Rugilus,"[('Bisnius', 0.067741305), ('Lithocharis', 0.13027066), ('Rugilus', 0.33753914)]"
images_genus/Philonthus/Philonthus lepidus_13.jpg,Rugilus,"[('Bisnius', 0.06872239), ('Lithocharis', 0.13064818), ('Rugilus', 0.33540726)]"
images_genus/Philonthus/Philonthus lepidus_14.jpg,Rugilus,"[('Bisnius', 0.06843503), ('Lithocharis', 0.1319981), ('Rugilus', 0.33629236)]"
images_genus/Philonthus/Philonthus lepidus_15.jpg,Rugilus,"[('Bisnius', 0.06768044), ('Lithocharis', 0.1305407), ('Rugilus', 0.34004733)]"
images_genus/Philonthus/Philonthus lepidus_16.jpg,Rugilus,"[('Bisnius', 0.07009719), ('Lithocharis', 0.12833345), ('Rugilus', 0.33982337)]"
images_genus/Philonthus/Philonthus lepidus_17.jpg,Rugilus,"[('Bisnius', 0.07124608), ('Lithocharis', 0.12553217), ('Rugilus', 0.3344687)]"
images_genus/Philonthus/Philonthus lepidus_6.jpg,Rugilus,"[('Bisnius', 0.06825804), ('Lithocharis', 0.13183163), ('Rugilus', 0.32971343)]"
images_genus/Philonthus/Philonthus lepidus_7.jpg,Rugilus,"[('Bisnius', 0.068802424), ('Lithocharis', 0.13152914), ('Rugilus', 0.32947168)]"
images_genus/Philonthus/Philonthus lepidus_8.jpg,Rugilus,"[('Bisnius', 0.06913105), ('Lithocharis', 0.13047153), ('Rugilus', 0.3352239)]"
images_genus/Philonthus/Philonthus lepidus_9.jpg,Rugilus,"[('Bisnius', 0.06827283), ('Lithocharis', 0.1322633), ('Rugilus', 0.3319887)]"
images_genus/Philonthus/Philonthus longicornis_10.jpg,Rugilus,"[('Bisnius', 0.068433665), ('Lithocharis', 0.13309324), ('Rugilus', 0.33415183)]"
images_genus/Philonthus/Philonthus longicornis_11.jpg,Rugilus,"[('Bisnius', 0.06847568), ('Lithocharis', 0.13254634), ('Rugilus', 0.3286528)]"
images_genus/Philonthus/Philonthus longicornis_12.jpg,Rugilus,"[('Bisnius', 0.06820717), ('Lithocharis', 0.13341083), ('Rugilus', 0.32946965)]"
images_genus/Philonthus/Philonthus longicornis_13.jpg,Rugilus,"[('Bisnius', 0.0676288), ('Lithocharis', 0.13384067), ('Rugilus', 0.32651812)]"
images_genus/Philonthus/Philonthus longicornis_14.jpg,Rugilus,"[('Bisnius', 0.06915542), ('Lithocharis', 0.12922214), ('Rugilus', 0.3323976)]"
images_genus/Philonthus/Philonthus longicornis_15.jpg,Rugilus,"[('Bisnius', 0.06994866), ('Lithocharis', 0.13000554), ('Rugilus', 0.33589897)]"
images_genus/Philonthus/Philonthus longicornis_16.jpg,Rugilus,"[('Bisnius', 0.068824716), ('Lithocharis', 0.13116544), ('Rugilus', 0.33764124)]"
images_genus/Philonthus/Philonthus longicornis_17.jpg,Rugilus,"[('Bisnius', 0.068738274), ('Lithocharis', 0.12966904), ('Rugilus', 0.34001714)]"
images_genus/Philonthus/Philonthus longicornis_18.jpg,Rugilus,"[('Bisnius', 0.068715684), ('Lithocharis', 0.13039897), ('Rugilus', 0.33491158)]"
images_genus/Philonthus/Philonthus longicornis_19.jpg,Rugilus,"[('Bisnius', 0.068721), ('Lithocharis', 0.1296435), ('Rugilus', 0.33820295)]"
images_genus/Philonthus/Philonthus longicornis_20.jpg,Rugilus,"[('Bisnius', 0.068525046), ('Lithocharis', 0.13144341), ('Rugilus', 0.33670467)]"
images_genus/Philonthus/Philonthus longicornis_21.jpg,Rugilus,"[('Bisnius', 0.06850324), ('Lithocharis', 0.13327599), ('Rugilus', 0.33176622)]"
images_genus/Philonthus/Philonthus longicornis_22.jpg,Rugilus,"[('Bisnius', 0.070491634), ('Lithocharis', 0.12732501), ('Rugilus', 0.3415803)]"
images_genus/Philonthus/Philonthus longicornis_23.jpg,Rugilus,"[('Bisnius', 0.07009627), ('Lithocharis', 0.12710568), ('Rugilus', 0.33652192)]"
images_genus/Philonthus/Philonthus longicornis_8.jpg,Rugilus,"[('Bisnius', 0.06869323), ('Lithocharis', 0.13051873), ('Rugilus', 0.33697486)]"
