,Filename,Prediction1,Prediction3
1428,images_genus/Philonthus/Philonthus decorus_27.jpg,Philonthus,"[('Euryporus', 2.3932147e-05), ('Bisnius', 0.00023094994), ('Philonthus', 0.9996973)]"
1429,images_genus/Philonthus/Philonthus decorus_28.jpg,Philonthus,"[('Ocypus', 0.00027636698), ('Euryporus', 0.00036595116), ('Philonthus', 0.9988733)]"
1430,images_genus/Philonthus/Philonthus decorus_29.jpg,Philonthus,"[('Bisnius', 0.020311948), ('Ocypus', 0.14834784), ('Philonthus', 0.72536236)]"
1431,images_genus/Philonthus/Philonthus decorus_30.jpg,Philonthus,"[('Tasgius', 0.008864262), ('Ocypus', 0.11661041), ('Philonthus', 0.8647707)]"
1432,images_genus/Philonthus/Philonthus decorus_31.jpg,Philonthus,"[('Euryporus', 3.967951e-06), ('Ocypus', 1.3537462e-05), ('Philonthus', 0.99997795)]"
1433,images_genus/Philonthus/Philonthus decorus_32.jpg,Philonthus,"[('Euryporus', 1.2308382e-05), ('Ocypus', 0.0001307136), ('Philonthus', 0.99984086)]"
1434,images_genus/Philonthus/Philonthus decorus_33.jpg,Philonthus,"[('Tasgius', 6.418887e-05), ('Ocypus', 0.00017084902), ('Philonthus', 0.99964345)]"
1435,images_genus/Philonthus/Philonthus decorus_34.jpg,Philonthus,"[('Euryporus', 6.5718823e-06), ('Bisnius', 0.00032612644), ('Philonthus', 0.99965143)]"
1436,images_genus/Philonthus/Philonthus decorus_35.jpg,Philonthus,"[('Euryporus', 0.0005564992), ('Ocypus', 0.001040452), ('Philonthus', 0.99731207)]"
1437,images_genus/Philonthus/Philonthus decorus_36.jpg,Philonthus,"[('Bisnius', 0.0005951854), ('Ocypus', 0.0027545542), ('Philonthus', 0.9959984)]"
1438,images_genus/Philonthus/Philonthus decorus_37.jpg,Philonthus,"[('Euryporus', 0.0010238725), ('Ocypus', 0.008779714), ('Philonthus', 0.98881733)]"
1439,images_genus/Philonthus/Philonthus decorus_38.jpg,Dinothenarus,"[('Creophilus', 0.14503238), ('Ontholestes', 0.1504531), ('Dinothenarus', 0.51513803)]"
1440,images_genus/Philonthus/Philonthus decorus_39.jpg,Philonthus,"[('Euryporus', 4.6138237e-05), ('Ocypus', 0.001390393), ('Philonthus', 0.99848586)]"
1441,images_genus/Philonthus/Philonthus decorus_40.jpg,Philonthus,"[('Euryporus', 6.977816e-05), ('Ocypus', 0.00093399105), ('Philonthus', 0.9988649)]"
1442,images_genus/Philonthus/Philonthus decorus_41.jpg,Philonthus,"[('Euryporus', 0.0003469568), ('Ocypus', 0.00043751454), ('Philonthus', 0.9986265)]"
1443,images_genus/Philonthus/Philonthus decorus_42.jpg,Philonthus,"[('Velleius', 6.073363e-06), ('Ocypus', 0.00024117746), ('Philonthus', 0.9997192)]"
1444,images_genus/Philonthus/Philonthus decorus_43.jpg,Philonthus,"[('Euryporus', 4.6615012e-05), ('Bisnius', 0.00020270006), ('Philonthus', 0.99965775)]"
1445,images_genus/Philonthus/Philonthus decorus_44.jpg,Philonthus,"[('Euryporus', 0.00032980772), ('Ocypus', 0.009758307), ('Philonthus', 0.98944306)]"
1446,images_genus/Philonthus/Philonthus decorus_45.jpg,Philonthus,"[('Euryporus', 3.5337358e-05), ('Ocypus', 0.0029217156), ('Philonthus', 0.9969971)]"
1447,images_genus/Philonthus/Philonthus decorus_46.jpg,Philonthus,"[('Euryporus', 0.0009696939), ('Bisnius', 0.0016954774), ('Philonthus', 0.995369)]"
1448,images_genus/Philonthus/Philonthus decorus_47.jpg,Philonthus,"[('Euryporus', 3.9547517e-06), ('Ocypus', 5.852207e-06), ('Philonthus', 0.99998283)]"
1449,images_genus/Philonthus/Philonthus decorus_48.jpg,Philonthus,"[('Tasgius', 0.0004107103), ('Bisnius', 0.0044510537), ('Philonthus', 0.99397886)]"
1450,images_genus/Philonthus/Philonthus decorus_49.jpg,Philonthus,"[('Ocypus', 5.170919e-05), ('Bisnius', 0.0013717915), ('Philonthus', 0.9984981)]"
1451,images_genus/Philonthus/Philonthus decorus_50.jpg,Philonthus,"[('Tasgius', 0.013137009), ('Ocypus', 0.056841962), ('Philonthus', 0.906611)]"
1452,images_genus/Philonthus/Philonthus decorus_51.jpg,Philonthus,"[('Ocypus', 3.9315382e-05), ('Euryporus', 0.00011334991), ('Philonthus', 0.999826)]"
1453,images_genus/Philonthus/Philonthus decorus_52.jpg,Philonthus,"[('Euryporus', 5.8951383e-07), ('Ocypus', 1.2636079e-06), ('Philonthus', 0.99999785)]"
1454,images_genus/Philonthus/Philonthus decorus_53.jpg,Philonthus,"[('Bisnius', 0.00020408971), ('Ocypus', 0.0007541497), ('Philonthus', 0.9983089)]"
1455,images_genus/Philonthus/Philonthus decorus_54.jpg,Philonthus,"[('Ocypus', 0.0003664625), ('Euryporus', 0.00067877176), ('Philonthus', 0.9980337)]"
1456,images_genus/Philonthus/Philonthus decorus_55.jpg,Philonthus,"[('Ocypus', 5.7550824e-05), ('Bisnius', 0.0005204063), ('Philonthus', 0.9993212)]"
1457,images_genus/Philonthus/Philonthus decorus_56.jpg,Philonthus,"[('Quedius', 0.0089161685), ('Ocypus', 0.04705488), ('Philonthus', 0.91397613)]"
1458,images_genus/Philonthus/Philonthus decorus_57.jpg,Philonthus,"[('Euryporus', 0.00017582308), ('Ocypus', 0.00018082894), ('Philonthus', 0.9994842)]"
1459,images_genus/Philonthus/Philonthus decorus_58.jpg,Philonthus,"[('Tasgius', 0.0011757946), ('Ocypus', 0.03965544), ('Philonthus', 0.9575344)]"
1460,images_genus/Philonthus/Philonthus decorus_59.jpg,Philonthus,"[('Ocypus', 0.0015674973), ('Bisnius', 0.0025005226), ('Philonthus', 0.99437666)]"
1461,images_genus/Philonthus/Philonthus decorus_60.jpg,Philonthus,"[('Euryporus', 7.630177e-05), ('Ocypus', 0.00035097677), ('Philonthus', 0.9994742)]"
1462,images_genus/Philonthus/Philonthus decorus_61.jpg,Philonthus,"[('Euryporus', 0.00029903758), ('Ocypus', 0.0024252904), ('Philonthus', 0.99620914)]"
1463,images_genus/Philonthus/Philonthus decorus_62.jpg,Philonthus,"[('Euryporus', 4.1042895e-06), ('Ocypus', 7.527795e-05), ('Philonthus', 0.99991286)]"
1464,images_genus/Philonthus/Philonthus decorus_63.jpg,Philonthus,"[('Euryporus', 8.777729e-06), ('Ocypus', 2.7739656e-05), ('Philonthus', 0.99995196)]"
1465,images_genus/Philonthus/Philonthus decorus_64.jpg,Philonthus,"[('Ocypus', 0.00018851581), ('Euryporus', 0.00022770748), ('Philonthus', 0.999398)]"
1466,images_genus/Philonthus/Philonthus decorus_65.jpg,Philonthus,"[('Euryporus', 1.5010443e-05), ('Ocypus', 4.1427422e-05), ('Philonthus', 0.99990416)]"
1467,images_genus/Philonthus/Philonthus decorus_66.jpg,Philonthus,"[('Ocypus', 0.0010478633), ('Euryporus', 0.0040693455), ('Philonthus', 0.992957)]"
1468,images_genus/Philonthus/Philonthus discoideus_10.jpg,Philonthus,"[('Bisnius', 0.00036109053), ('Quedius', 0.014655315), ('Philonthus', 0.9838875)]"
1469,images_genus/Philonthus/Philonthus discoideus_11.jpg,Philonthus,"[('Quedius', 7.22789e-05), ('Bisnius', 7.582171e-05), ('Philonthus', 0.99984026)]"
1470,images_genus/Philonthus/Philonthus discoideus_12.jpg,Philonthus,"[('Heterothops', 0.00048510803), ('Gabrius', 0.00059359585), ('Philonthus', 0.998609)]"
1471,images_genus/Philonthus/Philonthus discoideus_13.jpg,Philonthus,"[('Bisnius', 0.0023213555), ('Quedius', 0.13581952), ('Philonthus', 0.85745424)]"
1472,images_genus/Philonthus/Philonthus discoideus_14.jpg,Quedius,"[('Othius', 0.0002297698), ('Philonthus', 0.058379292), ('Quedius', 0.94094324)]"
1473,images_genus/Philonthus/Philonthus discoideus_15.jpg,Philonthus,"[('Bisnius', 0.0058450582), ('Quedius', 0.05272275), ('Philonthus', 0.9403867)]"
1474,images_genus/Philonthus/Philonthus discoideus_16.jpg,Philonthus,"[('Bisnius', 0.00047915836), ('Quedius', 0.0020811597), ('Philonthus', 0.99655837)]"
1475,images_genus/Philonthus/Philonthus discoideus_17.jpg,Philonthus,"[('Bisnius', 0.004120092), ('Quedius', 0.08085232), ('Philonthus', 0.91190124)]"
1476,images_genus/Philonthus/Philonthus discoideus_18.jpg,Philonthus,"[('Bisnius', 0.010864396), ('Quedius', 0.16109285), ('Philonthus', 0.8247084)]"
1477,images_genus/Philonthus/Philonthus discoideus_19.jpg,Philonthus,"[('Quedius', 0.00066471286), ('Bisnius', 0.04394475), ('Philonthus', 0.9537486)]"
1478,images_genus/Philonthus/Philonthus discoideus_20.jpg,Philonthus,"[('Bisnius', 0.001595608), ('Quedius', 0.2228816), ('Philonthus', 0.7732689)]"
1479,images_genus/Philonthus/Philonthus discoideus_21.jpg,Philonthus,"[('Quedius', 0.07914037), ('Bisnius', 0.20910072), ('Philonthus', 0.69995105)]"
1480,images_genus/Philonthus/Philonthus discoideus_22.jpg,Philonthus,"[('Heterothops', 1.5238803e-05), ('Quedius', 0.00029456808), ('Philonthus', 0.9996774)]"
1481,images_genus/Philonthus/Philonthus discoideus_23.jpg,Philonthus,"[('Bisnius', 6.833259e-05), ('Quedius', 0.00011800734), ('Philonthus', 0.99958605)]"
1482,images_genus/Philonthus/Philonthus discoideus_24.jpg,Philonthus,"[('Heterothops', 0.0011603627), ('Quedius', 0.03166612), ('Philonthus', 0.9667768)]"
1483,images_genus/Philonthus/Philonthus discoideus_25.jpg,Philonthus,"[('Quedius', 0.00797318), ('Bisnius', 0.11000738), ('Philonthus', 0.8774352)]"
1484,images_genus/Philonthus/Philonthus discoideus_26.jpg,Philonthus,"[('Heterothops', 0.00037110667), ('Quedius', 0.22897226), ('Philonthus', 0.76937747)]"
1485,images_genus/Philonthus/Philonthus discoideus_27.jpg,Philonthus,"[('Quedius', 0.0007353596), ('Bisnius', 0.0027455238), ('Philonthus', 0.99615353)]"
1486,images_genus/Philonthus/Philonthus discoideus_28.jpg,Philonthus,"[('Gabrius', 0.0009135801), ('Bisnius', 0.0067810044), ('Philonthus', 0.9905751)]"
1487,images_genus/Philonthus/Philonthus discoideus_29.jpg,Philonthus,"[('Bisnius', 0.0016753086), ('Quedius', 0.009920415), ('Philonthus', 0.98803353)]"
1488,images_genus/Philonthus/Philonthus ebeninus_3.jpg,Philonthus,"[('Euryporus', 1.0241667e-05), ('Bisnius', 0.00021754546), ('Philonthus', 0.9997396)]"
1489,images_genus/Philonthus/Philonthus ebeninus_4.jpg,Philonthus,"[('Euryporus', 6.39013e-06), ('Bisnius', 8.0784324e-05), ('Philonthus', 0.9998869)]"
1490,images_genus/Philonthus/Philonthus ebeninus_5.jpg,Philonthus,"[('Acylophorus', 2.6590114e-05), ('Euryporus', 6.989659e-05), ('Philonthus', 0.99979895)]"
1491,images_genus/Philonthus/Philonthus ebeninus_6.jpg,Philonthus,"[('Acylophorus', 8.1521306e-05), ('Euryporus', 9.4186995e-05), ('Philonthus', 0.9995566)]"
1492,images_genus/Philonthus/Philonthus ebeninus_7.jpg,Philonthus,"[('Euryporus', 4.8118924e-05), ('Bisnius', 0.013824584), ('Philonthus', 0.9858592)]"
1493,images_genus/Philonthus/Philonthus ebeninus_8.jpg,Philonthus,"[('Bisnius', 4.109381e-05), ('Euryporus', 6.329703e-05), ('Philonthus', 0.99979895)]"
1494,images_genus/Philonthus/Philonthus fumarius_10.jpg,Philonthus,"[('Euryporus', 5.1986185e-06), ('Bisnius', 2.3927447e-05), ('Philonthus', 0.99996614)]"
1495,images_genus/Philonthus/Philonthus fumarius_11.jpg,Philonthus,"[('Acylophorus', 0.0002598467), ('Euryporus', 0.0007677224), ('Philonthus', 0.99888486)]"
1496,images_genus/Philonthus/Philonthus fumarius_12.jpg,Philonthus,"[('Acylophorus', 3.4430606e-05), ('Euryporus', 0.00010366321), ('Philonthus', 0.9998159)]"
1497,images_genus/Philonthus/Philonthus fumarius_13.jpg,Philonthus,"[('Acylophorus', 0.00069577555), ('Euryporus', 0.001631655), ('Philonthus', 0.99727577)]"
1498,images_genus/Philonthus/Philonthus fumarius_14.jpg,Philonthus,"[('Euryporus', 9.447567e-05), ('Bisnius', 0.00022424567), ('Philonthus', 0.9996213)]"
1499,images_genus/Philonthus/Philonthus fumarius_15.jpg,Philonthus,"[('Acylophorus', 4.3544598e-05), ('Euryporus', 0.00013444429), ('Philonthus', 0.9997867)]"
1500,images_genus/Philonthus/Philonthus fumarius_16.jpg,Philonthus,"[('Bisnius', 1.596432e-05), ('Euryporus', 5.0987943e-05), ('Philonthus', 0.9998772)]"
1501,images_genus/Philonthus/Philonthus fumarius_17.jpg,Philonthus,"[('Acylophorus', 2.8689412e-05), ('Euryporus', 0.00014441491), ('Philonthus', 0.9997588)]"
1502,images_genus/Philonthus/Philonthus fumarius_18.jpg,Philonthus,"[('Acylophorus', 8.741695e-05), ('Euryporus', 0.00025823808), ('Philonthus', 0.9996191)]"
1503,images_genus/Philonthus/Philonthus fumarius_19.jpg,Philonthus,"[('Acylophorus', 9.5029296e-05), ('Euryporus', 0.0003755531), ('Philonthus', 0.99927026)]"
1504,images_genus/Philonthus/Philonthus fumarius_20.jpg,Philonthus,"[('Euryporus', 1.4430369e-06), ('Bisnius', 7.364389e-05), ('Philonthus', 0.99992216)]"
1505,images_genus/Philonthus/Philonthus fumarius_21.jpg,Philonthus,"[('Acylophorus', 3.6771908e-05), ('Euryporus', 4.7834634e-05), ('Philonthus', 0.99986744)]"
1506,images_genus/Philonthus/Philonthus fumarius_22.jpg,Philonthus,"[('Acylophorus', 0.0002462282), ('Euryporus', 0.00035458483), ('Philonthus', 0.9988649)]"
1507,images_genus/Philonthus/Philonthus fumarius_23.jpg,Philonthus,"[('Acylophorus', 1.4657077e-05), ('Euryporus', 4.34108e-05), ('Philonthus', 0.9999212)]"
1508,images_genus/Philonthus/Philonthus fumarius_8.jpg,Philonthus,"[('Bisnius', 1.1048146e-05), ('Euryporus', 1.4045491e-05), ('Philonthus', 0.99996483)]"
1509,images_genus/Philonthus/Philonthus fumarius_9.jpg,Philonthus,"[('Acylophorus', 0.00048351986), ('Euryporus', 0.00062066974), ('Philonthus', 0.99845994)]"
1510,images_genus/Philonthus/Philonthus furcifer_10.jpg,Philonthus,"[('Euryporus', 7.2731427e-06), ('Bisnius', 2.0535505e-05), ('Philonthus', 0.99993956)]"
1511,images_genus/Philonthus/Philonthus furcifer_11.jpg,Philonthus,"[('Gabrius', 3.9498515e-05), ('Bisnius', 0.00018019654), ('Philonthus', 0.9997048)]"
1512,images_genus/Philonthus/Philonthus furcifer_4.jpg,Philonthus,"[('Acylophorus', 0.00024513117), ('Bisnius', 0.00025959275), ('Philonthus', 0.99945444)]"
1513,images_genus/Philonthus/Philonthus furcifer_5.jpg,Philonthus,"[('Tetartopeus', 9.148303e-06), ('Bisnius', 0.000522799), ('Philonthus', 0.9994498)]"
1514,images_genus/Philonthus/Philonthus furcifer_6.jpg,Philonthus,"[('Acylophorus', 0.00021255534), ('Bisnius', 0.057502367), ('Philonthus', 0.94149494)]"
1515,images_genus/Philonthus/Philonthus furcifer_7.jpg,Philonthus,"[('Acylophorus', 1.7219603e-06), ('Bisnius', 0.00013836064), ('Philonthus', 0.9998578)]"
1516,images_genus/Philonthus/Philonthus furcifer_8.jpg,Philonthus,"[('Euryporus', 1.757521e-05), ('Bisnius', 3.9112863e-05), ('Philonthus', 0.9998981)]"
1517,images_genus/Philonthus/Philonthus furcifer_9.jpg,Philonthus,"[('Euryporus', 0.00016621896), ('Acylophorus', 0.0004132054), ('Philonthus', 0.99906975)]"
1518,images_genus/Philonthus/Philonthus intermedius_10.jpg,Philonthus,"[('Bisnius', 2.3231445e-05), ('Ocypus', 5.9639995e-05), ('Philonthus', 0.9998437)]"
1519,images_genus/Philonthus/Philonthus intermedius_11.jpg,Philonthus,"[('Ocypus', 4.7939317e-05), ('Euryporus', 0.00020664025), ('Philonthus', 0.9995635)]"
1520,images_genus/Philonthus/Philonthus intermedius_12.jpg,Philonthus,"[('Euryporus', 2.3934605e-05), ('Bisnius', 2.4502851e-05), ('Philonthus', 0.9999114)]"
1521,images_genus/Philonthus/Philonthus intermedius_13.jpg,Philonthus,"[('Euryporus', 4.098154e-05), ('Bisnius', 9.774177e-05), ('Philonthus', 0.99978405)]"
1522,images_genus/Philonthus/Philonthus intermedius_14.jpg,Philonthus,"[('Ocypus', 1.4895515e-05), ('Euryporus', 3.6136727e-05), ('Philonthus', 0.99991524)]"
1523,images_genus/Philonthus/Philonthus intermedius_15.jpg,Philonthus,"[('Euryporus', 2.3841601e-05), ('Bisnius', 0.00025524493), ('Philonthus', 0.99966323)]"
1524,images_genus/Philonthus/Philonthus intermedius_16.jpg,Philonthus,"[('Euryporus', 4.7886595e-05), ('Bisnius', 7.716776e-05), ('Philonthus', 0.9996896)]"
1525,images_genus/Philonthus/Philonthus intermedius_17.jpg,Philonthus,"[('Ocypus', 3.0881874e-05), ('Bisnius', 4.530082e-05), ('Philonthus', 0.99980694)]"
1526,images_genus/Philonthus/Philonthus intermedius_18.jpg,Philonthus,"[('Ocypus', 1.4740811e-05), ('Creophilus', 2.5064206e-05), ('Philonthus', 0.99992144)]"
1527,images_genus/Philonthus/Philonthus intermedius_19.jpg,Philonthus,"[('Euryporus', 9.2431736e-05), ('Bisnius', 0.0001325603), ('Philonthus', 0.9995437)]"
1528,images_genus/Philonthus/Philonthus intermedius_20.jpg,Philonthus,"[('Bisnius', 5.3243843e-06), ('Euryporus', 1.3934897e-05), ('Philonthus', 0.9999522)]"
1529,images_genus/Philonthus/Philonthus intermedius_21.jpg,Philonthus,"[('Ocypus', 5.976972e-06), ('Bisnius', 1.2323967e-05), ('Philonthus', 0.9999714)]"
1530,images_genus/Philonthus/Philonthus intermedius_7.jpg,Philonthus,"[('Megalinus', 7.687968e-05), ('Ocypus', 0.00046737114), ('Philonthus', 0.9992322)]"
1531,images_genus/Philonthus/Philonthus intermedius_8.jpg,Philonthus,"[('Euryporus', 4.416405e-06), ('Bisnius', 1.1708308e-05), ('Philonthus', 0.9999689)]"
1532,images_genus/Philonthus/Philonthus intermedius_9.jpg,Philonthus,"[('Euryporus', 5.172072e-06), ('Bisnius', 1.7136055e-05), ('Philonthus', 0.9999573)]"
1533,images_genus/Philonthus/Philonthus jurgans_10.jpg,Philonthus,"[('Quedius', 0.00033707405), ('Acylophorus', 0.0018599676), ('Philonthus', 0.99704224)]"
1534,images_genus/Philonthus/Philonthus jurgans_11.jpg,Philonthus,"[('Euryporus', 7.112196e-05), ('Acylophorus', 0.0006211842), ('Philonthus', 0.9992513)]"
1535,images_genus/Philonthus/Philonthus jurgans_4.jpg,Philonthus,"[('Bisnius', 0.00040203595), ('Acylophorus', 0.00058039755), ('Philonthus', 0.99858934)]"
1536,images_genus/Philonthus/Philonthus jurgans_5.jpg,Philonthus,"[('Bisnius', 5.498251e-05), ('Acylophorus', 0.00028269377), ('Philonthus', 0.999592)]"
1537,images_genus/Philonthus/Philonthus jurgans_6.jpg,Quedius,"[('Acylophorus', 0.2749581), ('Philonthus', 0.35087863), ('Quedius', 0.35606477)]"
1538,images_genus/Philonthus/Philonthus jurgans_7.jpg,Philonthus,"[('Euryporus', 0.00046386718), ('Acylophorus', 0.002508673), ('Philonthus', 0.99672097)]"
1539,images_genus/Philonthus/Philonthus jurgans_8.jpg,Philonthus,"[('Euryporus', 0.00082960486), ('Bisnius', 0.0012331004), ('Philonthus', 0.9961171)]"
1540,images_genus/Philonthus/Philonthus jurgans_9.jpg,Philonthus,"[('Euryporus', 1.5651982e-05), ('Acylophorus', 0.00067125884), ('Philonthus', 0.9992829)]"
1541,images_genus/Philonthus/Philonthus laminatus_17.jpg,Philonthus,"[('Bisnius', 5.31365e-06), ('Euryporus', 4.235618e-05), ('Philonthus', 0.9999206)]"
1542,images_genus/Philonthus/Philonthus laminatus_18.jpg,Philonthus,"[('Acylophorus', 3.0898357e-07), ('Euryporus', 3.1612108e-06), ('Philonthus', 0.99999535)]"
1543,images_genus/Philonthus/Philonthus laminatus_19.jpg,Philonthus,"[('Euryporus', 0.00016202242), ('Quedius', 0.0013220927), ('Philonthus', 0.99824464)]"
1544,images_genus/Philonthus/Philonthus laminatus_20.jpg,Philonthus,"[('Velleius', 1.11895315e-05), ('Euryporus', 7.122073e-05), ('Philonthus', 0.9998549)]"
1545,images_genus/Philonthus/Philonthus laminatus_21.jpg,Philonthus,"[('Euryporus', 7.3334304e-05), ('Quedius', 0.00140782), ('Philonthus', 0.9983506)]"
1546,images_genus/Philonthus/Philonthus laminatus_22.jpg,Philonthus,"[('Bisnius', 1.1371325e-05), ('Euryporus', 5.860637e-05), ('Philonthus', 0.9998797)]"
1547,images_genus/Philonthus/Philonthus laminatus_23.jpg,Philonthus,"[('Quedius', 1.988363e-06), ('Euryporus', 7.3912165e-06), ('Philonthus', 0.9999807)]"
1548,images_genus/Philonthus/Philonthus laminatus_24.jpg,Philonthus,"[('Creophilus', 2.5292593e-06), ('Euryporus', 1.399564e-05), ('Philonthus', 0.999974)]"
1549,images_genus/Philonthus/Philonthus laminatus_25.jpg,Philonthus,"[('Ocypus', 3.1370746e-06), ('Euryporus', 1.0550223e-05), ('Philonthus', 0.99997556)]"
1550,images_genus/Philonthus/Philonthus laminatus_26.jpg,Philonthus,"[('Bisnius', 2.2847844e-05), ('Quedius', 8.1136786e-05), ('Philonthus', 0.99986494)]"
1551,images_genus/Philonthus/Philonthus laminatus_27.jpg,Philonthus,"[('Acylophorus', 1.7570336e-06), ('Euryporus', 6.7307164e-06), ('Philonthus', 0.9999846)]"
1552,images_genus/Philonthus/Philonthus laminatus_28.jpg,Philonthus,"[('Creophilus', 1.0403346e-06), ('Bisnius', 2.7266597e-05), ('Philonthus', 0.999967)]"
1553,images_genus/Philonthus/Philonthus laminatus_29.jpg,Philonthus,"[('Ocypus', 2.1771082e-05), ('Euryporus', 5.22901e-05), ('Philonthus', 0.9998971)]"
1554,images_genus/Philonthus/Philonthus laminatus_30.jpg,Philonthus,"[('Euryporus', 1.6463347e-05), ('Ocypus', 2.4066481e-05), ('Philonthus', 0.999933)]"
1555,images_genus/Philonthus/Philonthus laminatus_31.jpg,Philonthus,"[('Euryporus', 0.00100002), ('Ocypus', 0.00721479), ('Philonthus', 0.99086285)]"
1556,images_genus/Philonthus/Philonthus laminatus_32.jpg,Philonthus,"[('Euryporus', 3.6893474e-05), ('Bisnius', 4.443972e-05), ('Philonthus', 0.9998739)]"
1557,images_genus/Philonthus/Philonthus laminatus_33.jpg,Philonthus,"[('Bisnius', 9.119278e-07), ('Euryporus', 4.932239e-06), ('Philonthus', 0.9999918)]"
1558,images_genus/Philonthus/Philonthus laminatus_34.jpg,Philonthus,"[('Euryporus', 4.6453965e-06), ('Ocypus', 3.298876e-05), ('Philonthus', 0.99995685)]"
1559,images_genus/Philonthus/Philonthus laminatus_35.jpg,Philonthus,"[('Euryporus', 0.00011104125), ('Ocypus', 0.00029808542), ('Philonthus', 0.9993624)]"
1560,images_genus/Philonthus/Philonthus laminatus_36.jpg,Philonthus,"[('Acylophorus', 1.4962524e-05), ('Euryporus', 9.0594964e-05), ('Philonthus', 0.9998518)]"
1561,images_genus/Philonthus/Philonthus laminatus_37.jpg,Philonthus,"[('Euryporus', 9.0209745e-05), ('Ocypus', 0.00022453409), ('Philonthus', 0.9993808)]"
1562,images_genus/Philonthus/Philonthus laminatus_38.jpg,Philonthus,"[('Ocypus', 8.840474e-06), ('Euryporus', 2.6301823e-05), ('Philonthus', 0.9999565)]"
1563,images_genus/Philonthus/Philonthus laminatus_39.jpg,Philonthus,"[('Bisnius', 1.5633177e-05), ('Euryporus', 4.04395e-05), ('Philonthus', 0.9999105)]"
1564,images_genus/Philonthus/Philonthus laminatus_40.jpg,Philonthus,"[('Ocypus', 8.8691473e-07), ('Euryporus', 9.329457e-07), ('Philonthus', 0.9999975)]"
1565,images_genus/Philonthus/Philonthus laminatus_41.jpg,Philonthus,"[('Ocypus', 0.00013211509), ('Euryporus', 0.00014476996), ('Philonthus', 0.9995289)]"
1566,images_genus/Philonthus/Philonthus laminatus_42.jpg,Philonthus,"[('Euryporus', 2.7520227e-05), ('Ocypus', 5.219434e-05), ('Philonthus', 0.9998914)]"
1567,images_genus/Philonthus/Philonthus laminatus_43.jpg,Philonthus,"[('Ocypus', 2.8160157e-05), ('Euryporus', 8.223874e-05), ('Philonthus', 0.9998147)]"
1568,images_genus/Philonthus/Philonthus laminatus_44.jpg,Philonthus,"[('Euryporus', 9.23374e-05), ('Ocypus', 0.0003208919), ('Philonthus', 0.99953735)]"
1569,images_genus/Philonthus/Philonthus laminatus_45.jpg,Philonthus,"[('Bisnius', 2.9979685e-05), ('Euryporus', 8.410641e-05), ('Philonthus', 0.9997873)]"
1570,images_genus/Philonthus/Philonthus laminatus_46.jpg,Philonthus,"[('Bisnius', 8.460042e-06), ('Euryporus', 4.6766152e-05), ('Philonthus', 0.9999193)]"
1571,images_genus/Philonthus/Philonthus laminatus_47.jpg,Philonthus,"[('Bisnius', 6.7795067e-06), ('Euryporus', 3.5534038e-05), ('Philonthus', 0.99993646)]"
1572,images_genus/Philonthus/Philonthus laminatus_48.jpg,Philonthus,"[('Ocypus', 0.00017665929), ('Euryporus', 0.0001773563), ('Philonthus', 0.9994091)]"
1573,images_genus/Philonthus/Philonthus laminatus_49.jpg,Philonthus,"[('Ocypus', 5.1522957e-06), ('Euryporus', 1.7261707e-05), ('Philonthus', 0.9999696)]"
1574,images_genus/Philonthus/Philonthus laminatus_50.jpg,Philonthus,"[('Bisnius', 8.236933e-06), ('Euryporus', 2.0081357e-05), ('Philonthus', 0.99994946)]"
1575,images_genus/Philonthus/Philonthus lepidus_10.jpg,Philonthus,"[('Acylophorus', 0.0012983627), ('Quedius', 0.0052361586), ('Philonthus', 0.98974764)]"
1576,images_genus/Philonthus/Philonthus lepidus_11.jpg,Philonthus,"[('Quedius', 5.9701943e-05), ('Bisnius', 0.0003951428), ('Philonthus', 0.9992791)]"
1577,images_genus/Philonthus/Philonthus lepidus_12.jpg,Philonthus,"[('Acylophorus', 0.001197531), ('Quedius', 0.0016626153), ('Philonthus', 0.99336076)]"
1578,images_genus/Philonthus/Philonthus lepidus_13.jpg,Philonthus,"[('Quedius', 7.9007936e-05), ('Euryporus', 0.0002017644), ('Philonthus', 0.9994524)]"
1579,images_genus/Philonthus/Philonthus lepidus_14.jpg,Philonthus,"[('Bisnius', 0.0002136696), ('Acylophorus', 0.00040838151), ('Philonthus', 0.9987093)]"
1580,images_genus/Philonthus/Philonthus lepidus_15.jpg,Philonthus,"[('Quedius', 0.0006805144), ('Megalinus', 0.0010467811), ('Philonthus', 0.99472225)]"
1581,images_genus/Philonthus/Philonthus lepidus_16.jpg,Philonthus,"[('Gabronthus', 0.00016456543), ('Bisnius', 0.0056871623), ('Philonthus', 0.99310666)]"
1582,images_genus/Philonthus/Philonthus lepidus_17.jpg,Philonthus,"[('Bisnius', 0.0012358243), ('Quedius', 0.0017605342), ('Philonthus', 0.9938538)]"
1583,images_genus/Philonthus/Philonthus lepidus_6.jpg,Philonthus,"[('Euryporus', 0.009463385), ('Quedius', 0.040643215), ('Philonthus', 0.9256305)]"
1584,images_genus/Philonthus/Philonthus lepidus_7.jpg,Philonthus,"[('Acylophorus', 0.00052419194), ('Quedius', 0.00061834656), ('Philonthus', 0.997538)]"
1585,images_genus/Philonthus/Philonthus lepidus_8.jpg,Philonthus,"[('Heterothops', 8.272292e-05), ('Quedius', 0.00016953371), ('Philonthus', 0.9994624)]"
