predicted_genus,real_genus,filepath,correct_prediction,real_species
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_0.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_1.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_5.jpg,True,Rugilus similis
Rugilus,Rugilus,../../../images/cutout_species/Rugilus similis/Rugilus similis_2.jpg,True,Rugilus similis
Astenus,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_5.jpg,False,Scopaeus minimus
Scopaeus,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_7.jpg,True,Scopaeus minimus
Scopaeus,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_0.jpg,True,Scopaeus minimus
Quedius,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_6.jpg,False,Scopaeus minimus
Medon,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_3.jpg,False,Scopaeus minimus
Lathrobium,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_4.jpg,False,Scopaeus minimus
Astenus,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_1.jpg,False,Scopaeus minimus
Neobisnius,Scopaeus,../../../images/cutout_species/Scopaeus minimus/Scopaeus minimus_2.jpg,False,Scopaeus minimus
Platydracus,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_7.jpg,False,Tasgius pedator
Platydracus,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_0.jpg,False,Tasgius pedator
Tasgius,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_1.jpg,True,Tasgius pedator
Tasgius,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_3.jpg,True,Tasgius pedator
Ocypus,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_6.jpg,False,Tasgius pedator
Tasgius,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_5.jpg,True,Tasgius pedator
Tasgius,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_4.jpg,True,Tasgius pedator
Tasgius,Tasgius,../../../images/cutout_species/Tasgius pedator/Tasgius pedator_2.jpg,True,Tasgius pedator
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_0.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_7.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_4.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_1.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_5.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_6.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_3.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_2.jpg,True,Tasgius winkleri
Tasgius,Tasgius,../../../images/cutout_species/Tasgius winkleri/Tasgius winkleri_8.jpg,True,Tasgius winkleri
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_3.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_2.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_5.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_6.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_7.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_0.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_4.jpg,True,Tetartopeus rufonitidus
Tetartopeus,Tetartopeus,../../../images/cutout_species/Tetartopeus rufonitidus/Tetartopeus rufonitidus_1.jpg,True,Tetartopeus rufonitidus
